path,dataset,cap,model,seed,method,warmup,cepochs,K,cls,count_raw,count_adj,AP,sat_epoch,best_sat_epoch,min_excess_epoch,restored_from_epoch,restore_kind,flips,raw_total_excess,last_epoch,n_constraint_epochs,n_satisfied,n_active,frac_active,n_transitions,first_sat_epoch,peak_lambda,peak_lambda_g,osc_range_K,osc_std_K,osc_step_K,undershoot_mean,undershoot_max,n_logged_below_K,excess_mean_logged,excess_max_logged,final_ce,final_train_acc,n_log_rows,AP_ce,dAP,unspent_final,eval_epoch
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_1,octmnist,L50_G50,MobileNetV3,1,hounie_rcl,1,29,125,2,96,125,0.7869481365119021,2.0,13.0,2.0,13.0,fully_satisfied,29.0,0.0,29,29,3,26,0.896551724137931,6,1.0,0.01187,0.01187,2.272,0.6130452165821998,0.7034285714285714,,,3,0.6891034482758621,2.272,0.011469,,29,0.7580042313731934,0.028943905138708703,0.232,13.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_2,octmnist,L50_G50,MobileNetV3,2,hounie_rcl,1,29,125,2,113,125,0.8264072779293988,2.0,3.0,2.0,3.0,fully_satisfied,12.0,0.0,29,29,2,27,0.9310344827586207,2,1.0,0.009058,0.009058,1.408,0.42487129197481904,0.5057142857142857,,,2,0.5026206896551725,1.408,0.00936,,29,0.8108231951833579,0.01558408274604095,0.096,3.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_3,octmnist,L50_G50,MobileNetV3,3,hounie_rcl,1,29,125,2,86,125,0.7534063613721464,11.0,29.0,11.0,,nan,39.0,0.0,29,29,4,25,0.8620689655172413,7,10.0,0.008074,0.008074,1.776,0.4566196428280424,0.36628571428571427,,,4,0.48386206896551726,1.776,0.008657,,29,0.8262172810605988,-0.07281091968845232,0.312,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_4,octmnist,L50_G50,MobileNetV3,4,hounie_rcl,1,29,125,2,64,125,0.8223765465515465,8.0,29.0,8.0,,nan,61.0,0.0,29,29,4,25,0.8620689655172413,5,7.0,0.011016,0.011016,1.776,0.5227597124908988,0.47257142857142853,,,4,0.5837241379310345,1.776,0.014527,,29,0.72638479977456,0.09599174677698641,0.488,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_1,octmnist,L50_G50,MobileNetV3,1,tralo,1,29,125,2,103,125,0.7709309982736356,3.0,28.0,3.0,,nan,22.0,0.0,30,29,4,25,0.8620689655172413,8,2.0,0.05,0.05,1.52,0.3641872191311941,0.42960000000000004,0.258,0.576,5,0.3396363636363636,1.888,0.029405,0.9902,11,0.7580042313731934,0.012926766900442255,0.176,30.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_2,octmnist,L50_G50,MobileNetV3,2,tralo,1,29,125,2,99,125,0.7560338499848368,3.0,22.0,3.0,22.0,fully_satisfied,26.0,0.0,30,29,7,22,0.7586206896551724,8,2.0,0.05,0.05,1.064,0.2589440093919919,0.26036363636363635,0.1965714285714286,0.624,9,0.158,0.88,0.013689,0.9951,12,0.8108231951833579,-0.05478934519852108,0.208,22.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_3,octmnist,L50_G50,MobileNetV3,3,tralo,1,29,125,2,108,125,0.8145282858354329,8.0,26.0,8.0,26.0,fully_satisfied,17.0,0.0,30,29,5,24,0.8275862068965517,10,7.0,0.06,0.06,1.032,0.368544333316678,0.5384,0.11839999999999999,0.144,5,0.5701818181818181,1.776,0.00991,0.9962,11,0.8262172810605988,-0.011688995225165866,0.136,26.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_4,octmnist,L50_G50,MobileNetV3,4,tralo,1,29,125,2,122,125,0.8286873641921993,5.0,14.0,5.0,14.0,fully_satisfied,3.0,0.0,30,29,3,26,0.896551724137931,6,4.0,0.06,0.06,1.632,0.44633199181055827,0.559,0.24,0.392,3,0.5217777777777778,2.48,0.016336,0.9939,9,0.72638479977456,0.1023025644176393,0.024,14.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_1,tissuemnist,L50_G50,MobileNetV3,1,fioretto_ldf,1,29,86,4,61,86,0.28715025236541913,1.0,1.0,1.0,,nan,25.0,0.0,29,29,1,28,0.9655172413793104,1,0.0,12.972226,12.972226,5.395348837209302,1.2126654135143746,1.3264119601328903,,,1,1.8091419406575782,5.395348837209302,0.016803,,29,0.39853999493550796,-0.11138974257008882,0.29069767441860467,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_2,tissuemnist,L50_G50,MobileNetV3,2,fioretto_ldf,1,29,86,4,83,86,0.3616882355063031,11.0,23.0,11.0,23.0,fully_satisfied,3.0,0.0,29,29,2,27,0.9310344827586207,4,10.0,16.706546,16.706546,7.767441860465116,1.9358583217393783,2.280730897009967,,,2,2.5228548516439453,7.767441860465116,0.022989,,29,0.38482688231431644,-0.023138646808013363,0.03488372093023256,23.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_3,tissuemnist,L50_G50,MobileNetV3,3,fioretto_ldf,1,29,86,4,66,86,0.34349446917416493,1.0,19.0,1.0,19.0,fully_satisfied,20.0,0.0,29,29,5,24,0.8275862068965517,5,0.0,11.184887,11.184887,8.279069767441861,1.6504236004856936,1.4252491694352158,,,5,1.5854049719326382,8.279069767441861,0.02178,,29,0.411828463207173,-0.06833399403300805,0.23255813953488372,19.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_4,tissuemnist,L50_G50,MobileNetV3,4,fioretto_ldf,1,29,86,4,77,86,0.3111756289946287,1.0,11.0,1.0,11.0,fully_satisfied,9.0,0.0,29,29,5,24,0.8275862068965517,3,0.0,11.050336,11.050336,4.441860465116279,1.237813966238709,1.2325581395348837,,,5,1.5392943063352045,4.441860465116279,0.032918,,29,0.38274006452985887,-0.07156443553523018,0.10465116279069768,11.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_1,tissuemnist,L50_G50,MobileNetV3,1,hounie_rcl,1,29,86,4,35,86,0.3954645792438441,1.0,1.0,1.0,1.0,fully_satisfied,51.0,0.0,29,29,1,28,0.9655172413793104,1,0.0,0.012732,0.012732,7.255813953488372,1.6940742515552718,2.071428571428571,,,1,2.185645549318364,7.255813953488372,0.026585,,29,0.39853999493550796,-0.003075415691663863,0.5930232558139535,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_2,tissuemnist,L50_G50,MobileNetV3,2,hounie_rcl,1,29,86,4,81,86,0.337777312890084,,,26.0,26.0,min_excess,9.0,2.0,29,29,0,29,1.0,0,,0.012818,0.012818,5.186046511627907,1.3528214006429324,1.574750830564784,,,0,2.3127506014434642,5.209302325581396,0.022031,,29,0.38482688231431644,-0.04704956942423244,0.05813953488372093,26.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_3,tissuemnist,L50_G50,MobileNetV3,3,hounie_rcl,1,29,86,4,54,86,0.231607236675273,1.0,14.0,1.0,14.0,fully_satisfied,32.0,0.0,29,29,6,23,0.7931034482758621,5,0.0,0.008757,0.008757,8.023255813953488,1.6966022587370784,1.186046511627907,,,6,1.5100240577385726,8.023255813953488,0.019911,,29,0.411828463207173,-0.18022122653189998,0.37209302325581395,14.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_4,tissuemnist,L50_G50,MobileNetV3,4,hounie_rcl,1,29,86,4,85,86,0.27084350661726264,1.0,21.0,1.0,21.0,fully_satisfied,1.0,0.0,29,29,4,25,0.8620689655172413,3,0.0,0.009998,0.009998,4.627906976744186,1.1502405990502977,0.9925249169435216,,,4,1.694466720128308,4.627906976744186,0.016209,,29,0.38274006452985887,-0.11189655791259623,0.011627906976744186,21.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_1,tissuemnist,L50_G50,MobileNetV3,1,tralo,1,29,86,4,46,86,0.41318960123149534,2.0,5.0,2.0,5.0,fully_satisfied,40.0,0.0,30,29,2,27,0.9310344827586207,3,1.0,0.05,0.05,2.5813953488372094,1.0027940789237095,0.9903100775193799,0.5290697674418605,0.5930232558139535,2,1.7574750830564783,3.9767441860465116,0.01362,0.9958,7,0.39853999493550796,0.014649606295987383,0.46511627906976744,5.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_2,tissuemnist,L50_G50,MobileNetV3,2,tralo,1,29,86,4,58,86,0.42791533550486804,5.0,28.0,5.0,28.0,fully_satisfied,28.0,0.0,30,29,2,27,0.9310344827586207,4,4.0,0.06,0.06,2.813953488372093,0.9363613059432306,1.1445182724252492,0.24418604651162792,0.32558139534883723,2,1.5930232558139534,4.976744186046512,0.020682,0.9926,8,0.38482688231431644,0.0430884531905516,0.32558139534883723,28.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_3,tissuemnist,L50_G50,MobileNetV3,3,tralo,1,29,86,4,63,86,0.3976203801948647,2.0,6.0,2.0,,nan,23.0,0.0,5,4,4,0,0.0,0,1.0,0.05,0.05,0.3023255813953488,0.11609724155648755,0.10077519379844961,0.24127906976744184,0.4186046511627907,4,0.0,0.0,0.577662,0.7893,4,0.411828463207173,-0.014208083012308304,0.26744186046511625,5.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_4,tissuemnist,L50_G50,MobileNetV3,4,tralo,1,29,86,4,68,86,0.3278875194271938,2.0,15.0,2.0,15.0,fully_satisfied,18.0,0.0,30,29,5,24,0.8275862068965517,3,1.0,0.05,0.05,1.1395348837209303,0.37362411092359343,0.29941860465116277,0.4046511627906977,0.7093023255813954,5,0.2558139534883721,0.8604651162790697,0.018242,0.9942,9,0.38274006452985887,-0.05485254510266507,0.20930232558139536,15.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_1,dermmnist,L30_G30,RegNetY400MF,1,fioretto_ldf,1,29,67,4,21,67,0.5673747534459136,17.0,21.0,17.0,,nan,46.0,0.0,21,21,5,16,0.7619047619047619,1,16.0,9.217104,9.217104,5.611940298507463,1.763782084082941,0.8552238805970149,,,5,2.388059701492537,5.611940298507463,0.015644,,21,0.7013511596879296,-0.133976406242016,0.6865671641791045,21.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_2,dermmnist,L30_G30,RegNetY400MF,2,fioretto_ldf,1,29,67,4,51,67,0.5571203326042151,15.0,19.0,15.0,,nan,16.0,0.0,19,19,5,14,0.7368421052631579,1,14.0,7.436964,7.436964,5.2835820895522385,1.5644368079681992,1.0895522388059702,,,5,2.072270227808327,5.2835820895522385,0.014131,,19,0.640130894062552,-0.08301056145833685,0.23880597014925373,19.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_3,dermmnist,L30_G30,RegNetY400MF,3,fioretto_ldf,1,29,67,4,51,67,0.6063083218708846,16.0,20.0,16.0,,nan,16.0,0.0,20,20,5,15,0.75,1,15.0,9.420796,9.420796,7.164179104477612,2.028060558262377,1.3511390416339355,,,5,2.6402985074626866,7.164179104477612,0.015071,,20,0.7020126218145958,-0.09570429994371121,0.23880597014925373,20.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_4,dermmnist,L30_G30,RegNetY400MF,4,fioretto_ldf,1,29,67,4,52,67,0.5004014913308018,,,16.0,,nan,19.0,2.0,29,29,0,29,1.0,0,,8.068637,8.068637,4.507462686567164,1.561469921428421,0.582089552238806,,,0,1.496654657745754,4.537313432835821,0.016532,,29,0.7005271208528738,-0.20012562952207202,0.22388059701492538,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_1,dermmnist,L30_G30,RegNetY400MF,1,hounie_rcl,1,29,67,4,16,67,0.5090260122722069,27.0,29.0,27.0,,nan,51.0,0.0,29,29,3,26,0.896551724137931,1,26.0,0.015795,0.015795,6.059701492537314,1.556357511838131,0.9008528784648188,,,3,3.107565620174987,6.059701492537314,0.007044,,29,0.7013511596879296,-0.1923251474157227,0.7611940298507462,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_2,dermmnist,L30_G30,RegNetY400MF,2,hounie_rcl,1,29,67,4,5,67,0.36470269415610734,21.0,25.0,21.0,,nan,62.0,0.0,25,25,5,20,0.8,1,20.0,0.010066,0.010066,4.358208955223881,1.5909418353190141,0.5460199004975125,,,5,2.186268656716418,4.358208955223881,0.014436,,25,0.640130894062552,-0.2754281999064446,0.9253731343283582,25.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_3,dermmnist,L30_G30,RegNetY400MF,3,hounie_rcl,1,29,67,4,8,67,0.37381258850952215,17.0,21.0,17.0,,nan,59.0,0.0,21,21,5,16,0.7619047619047619,1,16.0,0.008937,0.008937,7.164179104477612,2.0776607806710086,0.9611940298507463,,,5,2.390191897654584,7.164179104477612,0.016756,,21,0.7020126218145958,-0.32820003330507364,0.8805970149253731,21.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_4,dermmnist,L30_G30,RegNetY400MF,4,hounie_rcl,1,29,67,4,9,67,0.34403368993858147,22.0,26.0,22.0,,nan,58.0,0.0,26,26,5,21,0.8076923076923077,1,21.0,0.0113,0.0113,4.865671641791045,1.5379473753975064,0.6865671641791045,,,5,2.383467278989667,4.865671641791045,0.012051,,26,0.7005271208528738,-0.35649343091429236,0.8656716417910447,26.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_1,dermmnist,L30_G30,RegNetY400MF,1,tralo,1,29,67,4,124,67,0.6965820998089212,,,7.0,,nan,57.0,114.0,30,29,0,29,1.0,0,,0.11,0.11,1.1044776119402986,0.3460732377871809,0.3706467661691542,,,0,3.842217484008529,4.7164179104477615,0.004035,0.999,7,0.7013511596879296,-0.0047690598790084415,-0.8507462686567164,30.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_2,dermmnist,L30_G30,RegNetY400MF,2,tralo,1,29,67,4,152,67,0.6376213629758776,,,5.0,5.0,min_excess,85.0,170.0,30,29,0,29,1.0,0,,0.11,0.11,0.9850746268656716,0.33401382010091024,0.27611940298507465,,,0,3.445628997867804,4.507462686567164,0.007726,0.998,7,0.640130894062552,-0.002509531086674399,-1.2686567164179106,5.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_3,dermmnist,L30_G30,RegNetY400MF,3,tralo,1,29,67,4,96,67,0.6039074658861605,,,4.0,4.0,min_excess,31.0,58.0,30,29,0,29,1.0,0,,0.11,0.11,2.4477611940298507,0.7366853451490193,0.5422885572139304,,,0,3.7398720682302775,7.164179104477612,0.010555,0.9971,7,0.7020126218145958,-0.09810515592843527,-0.43283582089552236,4.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_4,dermmnist,L30_G30,RegNetY400MF,4,tralo,1,29,67,4,90,67,0.6007235320556298,,,30.0,,nan,23.0,46.0,30,29,0,29,1.0,0,,0.11,0.11,1.7014925373134329,0.5815933903900954,0.6567164179104478,,,0,2.8017057569296377,4.08955223880597,0.015794,0.9958,7,0.7005271208528738,-0.09980358879724405,-0.34328358208955223,30.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_1,octmnist,L30_G30,RegNetY400MF,1,fioretto_ldf,1,29,75,2,125,75,0.6941591535566026,,,15.0,15.0,min_excess,50.0,99.0,29,29,0,29,1.0,0,,15.7655,15.7655,2.9066666666666667,0.7487858494800474,0.8257142857142857,,,0,2.852873563218391,4.226666666666667,0.019601,,29,0.7130774306587018,-0.018918277102099146,-0.6666666666666666,15.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_2,octmnist,L30_G30,RegNetY400MF,2,fioretto_ldf,1,29,75,2,57,57,0.6921825660756759,29.0,29.0,29.0,,nan,0.0,0.0,29,29,1,28,0.9655172413793104,1,28.0,12.276099,12.276099,3.9066666666666667,0.9288621741492116,0.8795238095238095,,,1,2.1563218390804595,3.9066666666666667,0.016638,,29,0.754518911767582,-0.06233634569190616,0.24,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_3,octmnist,L30_G30,RegNetY400MF,3,fioretto_ldf,1,29,75,2,106,75,0.7169548360754253,,,3.0,3.0,min_excess,31.0,61.0,29,29,0,29,1.0,0,,14.73422,14.73422,4.426666666666667,1.0129151983762503,1.0695238095238095,,,0,2.6836781609195404,5.24,0.016873,,29,0.680427716868293,0.036527119207132364,-0.41333333333333333,3.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_4,octmnist,L30_G30,RegNetY400MF,4,fioretto_ldf,1,29,75,2,127,75,0.7420239925268304,,,7.0,7.0,min_excess,52.0,103.0,29,29,0,29,1.0,0,,13.515015,13.515015,2.4,0.6103337012211818,0.7304761904761905,,,0,2.4464367816091954,3.7733333333333334,0.014206,,29,0.7490056135725762,-0.006981621045745845,-0.6933333333333334,7.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_1,octmnist,L30_G30,RegNetY400MF,1,hounie_rcl,1,29,75,2,107,75,0.7439418154228263,,,23.0,23.0,min_excess,32.0,63.0,29,29,0,29,1.0,0,,0.026427,0.026427,2.986666666666667,0.6797511065954145,0.8676190476190476,,,0,2.390344827586207,3.8266666666666667,0.01766,,29,0.7130774306587018,0.030864384764124564,-0.4266666666666667,23.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_2,octmnist,L30_G30,RegNetY400MF,2,hounie_rcl,1,29,75,2,108,75,0.7354033173452216,,,6.0,6.0,min_excess,33.0,65.0,29,29,0,29,1.0,0,,0.028363,0.028363,3.04,0.8456921059482301,1.2295238095238095,,,0,2.564137931034483,3.9066666666666667,0.013418,,29,0.754518911767582,-0.019115594422360438,-0.44,6.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_3,octmnist,L30_G30,RegNetY400MF,3,hounie_rcl,1,29,75,2,69,66,0.7309683404383006,,,29.0,,nan,3.0,3.0,29,29,0,29,1.0,0,,0.025368,0.025368,3.52,0.9475307696254371,0.8561904761904761,,,0,2.2533333333333334,4.36,0.012807,,29,0.680427716868293,0.05054062357000766,0.08,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_4,octmnist,L30_G30,RegNetY400MF,4,hounie_rcl,1,29,75,2,94,75,0.7363880807584706,,,7.0,,nan,19.0,37.0,29,29,0,29,1.0,0,,0.028196,0.028196,3.44,0.9304856619969629,1.0304761904761905,,,0,2.564137931034483,4.333333333333333,0.022512,,29,0.7490056135725762,-0.012617532814105603,-0.25333333333333335,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_1,octmnist,L30_G30,RegNetY400MF,1,tralo,1,29,75,2,121,75,0.7520266239331184,,,24.0,24.0,min_excess,46.0,91.0,30,29,0,29,1.0,0,,0.11,0.11,0.9733333333333334,0.3671203130624054,0.5844444444444444,,,0,2.577142857142857,3.6666666666666665,0.020307,0.9935,7,0.7130774306587018,0.038949193274416594,-0.6133333333333333,24.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_2,octmnist,L30_G30,RegNetY400MF,2,tralo,1,29,75,2,124,75,0.7160146073244622,,,29.0,29.0,min_excess,49.0,97.0,30,29,0,29,1.0,0,,0.11,0.11,1.4933333333333334,0.44899080587933243,0.54,,,0,2.4514285714285715,4.413333333333333,0.020363,0.9929,7,0.754518911767582,-0.03850430444311981,-0.6533333333333333,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_3,octmnist,L30_G30,RegNetY400MF,3,tralo,1,29,75,2,126,75,0.7009144846064651,,,10.0,,nan,51.0,101.0,30,29,0,29,1.0,0,,0.11,0.11,1.2666666666666666,0.4601173073336152,0.7377777777777778,,,0,2.52,3.88,0.022022,0.9922,7,0.680427716868293,0.02048676773817215,-0.68,30.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_4,octmnist,L30_G30,RegNetY400MF,4,tralo,1,29,75,2,89,75,0.7363577678094129,,,8.0,8.0,min_excess,14.0,27.0,30,29,0,29,1.0,0,,0.11,0.11,1.4266666666666667,0.45510657594112236,0.4533333333333333,,,0,2.502857142857143,3.32,0.023351,0.992,7,0.7490056135725762,-0.012647845763163357,-0.18666666666666668,8.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_1,tissuemnist,L30_G30,RegNetY400MF,1,fioretto_ldf,1,29,51,4,74,51,0.36602478743763034,,,5.0,5.0,min_excess,25.0,46.0,29,29,0,29,1.0,0,,21.250313,21.250313,10.392156862745098,2.137927185527556,2.4551820728291314,,,0,5.495605138607167,11.294117647058824,0.033934,,29,0.3815545842815669,-0.015529796843936572,-0.45098039215686275,5.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_2,tissuemnist,L30_G30,RegNetY400MF,2,fioretto_ldf,1,29,51,4,101,51,0.41595866292658606,,,2.0,2.0,min_excess,52.0,100.0,29,29,0,29,1.0,0,,18.932156,18.932156,6.196078431372549,1.67719029877888,2.11624649859944,,,0,4.83840432724814,8.156862745098039,0.043934,,29,0.3462893098101365,0.06966935311644956,-0.9803921568627451,2.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_3,tissuemnist,L30_G30,RegNetY400MF,3,fioretto_ldf,1,29,51,4,78,51,0.4160321002580541,,,3.0,3.0,min_excess,29.0,54.0,29,29,0,29,1.0,0,,18.468748,18.468748,7.098039215686274,1.5502785443286853,1.815126050420168,,,0,4.651791751183232,8.156862745098039,0.038038,,29,0.3973471766257748,0.018684923632279304,-0.5294117647058824,3.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_4,tissuemnist,L30_G30,RegNetY400MF,4,fioretto_ldf,1,29,51,4,107,51,0.38487164601217827,,,8.0,8.0,min_excess,56.0,112.0,29,29,0,29,1.0,0,,20.499089,20.499089,6.509803921568627,1.8913629924909183,2.5616246498599438,,,0,5.429344151453685,8.705882352941176,0.02624,,29,0.4114904495777295,-0.02661880356555124,-1.0980392156862746,8.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_1,tissuemnist,L30_G30,RegNetY400MF,1,hounie_rcl,1,29,51,4,103,51,0.3865354881989905,,,23.0,23.0,min_excess,52.0,104.0,29,29,0,29,1.0,0,,0.016624,0.016624,8.196078431372548,2.1600045789969555,2.588235294117647,,,0,5.1845841784989855,10.235294117647058,0.023212,,29,0.3815545842815669,0.0049809039174235625,-1.0196078431372548,23.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_2,tissuemnist,L30_G30,RegNetY400MF,2,hounie_rcl,1,29,51,4,101,51,0.41595866292658606,,,2.0,2.0,min_excess,52.0,100.0,29,29,0,29,1.0,0,,0.015842,0.015842,5.803921568627451,1.6102291552891144,2.570028011204482,,,0,4.969574036511156,7.764705882352941,0.02962,,29,0.3462893098101365,0.06966935311644956,-0.9803921568627451,2.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_3,tissuemnist,L30_G30,RegNetY400MF,3,hounie_rcl,1,29,51,4,86,51,0.4429713849593309,,,3.0,3.0,min_excess,37.0,70.0,29,29,0,29,1.0,0,,0.016514,0.016514,8.431372549019608,1.7218439179361094,1.7731092436974791,,,0,5.060175794455714,9.803921568627452,0.036393,,29,0.3973471766257748,0.04562420833355613,-0.6862745098039216,3.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_4,tissuemnist,L30_G30,RegNetY400MF,4,hounie_rcl,1,29,51,4,105,51,0.3562319557558725,,,22.0,22.0,min_excess,54.0,108.0,29,29,0,29,1.0,0,,0.016056,0.016056,7.803921568627451,1.971294486849002,2.1050420168067228,,,0,5.127789046653144,9.92156862745098,0.031491,,29,0.4114904495777295,-0.05525849382185699,-1.0588235294117647,22.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_1,tissuemnist,L30_G30,RegNetY400MF,1,tralo,1,29,51,4,105,51,0.3517354705612637,,,17.0,17.0,min_excess,54.0,108.0,30,29,0,29,1.0,0,,0.11,0.11,3.549019607843137,1.3518243269079064,1.9313725490196079,,,0,5.607843137254902,10.117647058823529,0.038481,0.9878,7,0.3815545842815669,-0.029819113720303214,-1.0588235294117647,17.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_2,tissuemnist,L30_G30,RegNetY400MF,2,tralo,1,29,51,4,123,51,0.4170239495472287,,,5.0,5.0,min_excess,72.0,144.0,30,29,0,29,1.0,0,,0.11,0.11,3.784313725490196,1.2045143634447117,1.3692810457516338,,,0,5.983193277310924,10.392156862745098,0.040804,0.9861,7,0.3462893098101365,0.07073463973709221,-1.411764705882353,5.0
