age,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,days_since_joining,last_visit_hour,membership_tier,has_referral,gender,region_category,preferred_offer_types,medium_of_operation,internet_option,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
44.0,15.0,179.5,32345.89,8.0,717.38,529.0,5.0,3.0,1.0,M,Town,Without Offers,Desktop,Mobile_Data,No,Yes,Yes,Solved in Follow-up,Too many ads,4
29.0,12.0,75.14,16878.89,10.0,673.41,379.0,5.0,2.0,0.0,M,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,Yes,No Information Available,Poor Product Quality,4
53.0,12.0,390.97,39172.36,10.0,754.74,226.0,10.0,2.0,1.0,F,City,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,Yes,Solved,Too many ads,3
41.0,9.0,1482.5571401538336,35851.82,28.0,788.99,1085.0,12.0,5.0,1.0,M,Town,Without Offers,Smartphone,Fiber_Optic,Yes,Yes,No,Not Applicable,Too many ads,3
61.0,11.0,54.51,31990.96,27.0,641.45,766.0,2.0,0.0,1.0,M,City,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,5
37.0,11.0,950.65,44099.27,21.0,662.74,380.0,23.0,1.0,1.0,F,City,Without Offers,Desktop,Mobile_Data,Yes,No,Yes,Solved in Follow-up,No reason specified,4
39.0,15.0,-943.8667682476677,49172.24,21.0,735.32,339.0,12.0,4.0,1.0,F,Town,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No,No,Not Applicable,Too many ads,3
14.0,22.0,178.6,49477.49,12.0,560.66,922.0,9.0,1.0,1.0,M,City,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Website,5
16.0,14.0,181.31,29815.71,13.0,664.63,266.0,6.0,2.0,1.0,F,City,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes,Yes,Unsolved,Poor Customer Service,4
37.0,10.0,162.05,43374.29,9.0,506.9,882.0,20.0,0.0,1.0,F,Town,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes,No,Not Applicable,Too many ads,5
39.0,22.0,164.91,39939.74,29.0,710.61,842.0,13.0,2.0,0.0,F,Village,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes,Yes,Solved in Follow-up,No reason specified,4
31.0,24.0,107.62,27432.01,25.0,779.87,626.0,23.0,4.0,0.0,F,Village,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No,Yes,Solved,No reason specified,3
41.0,10.0,305.34,93271.98119999998,19.0,826.89,107.0,2.0,5.0,1.0,F,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes,Yes,No Information Available,Reasonable Price,1
17.0,16.0,105.59,32567.93,13.0,761.3,1085.0,1.0,2.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Poor Product Quality,3
29.0,11.0,31.6,23807.58,27.0,528.21,17.0,13.0,1.0,1.0,M,Town,Without Offers,Desktop,Mobile_Data,No,Yes,Yes,Solved in Follow-up,No reason specified,5
51.0,5.0,72.01,7726.52,9.0,712.01,40.0,20.0,5.0,0.0,M,Town,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,No reason specified,3
60.0,14.0,161.53,48335.28,28.0,696.32,526.0,22.0,0.0,0.0,M,Town,Without Offers,Desktop,Mobile_Data,No,Yes,Yes,Solved,Poor Website,5
49.0,9.0,72.67,11388.2,19.0,636.43,126.0,3.0,2.0,1.0,M,Town,Without Offers,Smartphone,Fiber_Optic,Yes,No,Yes,Unsolved,Poor Website,4
61.0,20.0,167.14,43109.29,9.0,766.66,623.0,2.0,2.0,1.0,F,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Too many ads,3
18.0,20.0,34.44,46229.83,17.0,546.92,887.0,3.0,0.0,1.0,F,Town,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes,Yes,Unsolved,Poor Website,5
14.0,9.0,258.23,36326.63,10.0,765.45,157.0,23.0,5.0,0.0,M,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,Yes,Yes,No Information Available,Reasonable Price,1
25.0,14.0,1220.0998091930514,4491.1,27.0,506.24,515.0,9.0,0.0,0.0,M,City,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No,Yes,Solved,Poor Product Quality,5
55.0,7.0,33.45,55018.62,12.0,720.93,624.0,11.0,3.0,0.0,M,Village,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No,No,Not Applicable,Quality Customer Care,2
14.0,9.0,281.98,53081.84,4.0,729.0,441.0,5.0,4.0,1.0,M,Town,Without Offers,Desktop,Mobile_Data,Yes,Yes,Yes,Solved in Follow-up,User Friendly Website,2
25.0,6.0,193.97,10546.26,21.0,857.9176031499907,398.0,3.0,1.0,0.0,M,Town,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes,No,Not Applicable,Too many ads,5
64.0,17.0,1482.5571401538336,30017.52,25.0,714.35,202.0,10.0,2.0,0.0,F,City,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes,Yes,No Information Available,Poor Product Quality,4
51.0,17.0,268.74,44719.45,16.0,656.04,769.0,20.0,0.0,0.0,F,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,Yes,No Information Available,No reason specified,4
15.0,15.0,31.84,49690.55,18.0,649.0840000000001,624.0,17.0,0.0,0.0,M,City,Without Offers,Desktop,Mobile_Data,No,Yes,Yes,Solved,Too many ads,5
32.0,7.0,34.71,44608.05,29.0,792.1413215921457,934.0,14.0,1.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No,Yes,No Information Available,No reason specified,5
63.0,21.0,548.31,30634.31,11.0,1082.767666519524,96.0,12.0,0.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes,Yes,No Information Available,Too many ads,4
52.0,11.0,136.6,40532.6,6.0,243.4774675637164,580.0,14.0,1.0,1.0,M,City,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No,Yes,Solved,Too many ads,5
60.0,13.0,97.5,14163.38,16.0,539.4310487179212,283.0,2.0,0.0,1.0,M,Town,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes,Yes,Unsolved,Too many ads,5
54.0,18.0,269.83,8956.05,10.0,661.21,859.0,11.0,1.0,0.0,F,City,Without Offers,Desktop,Wi-Fi,Yes,No,Yes,Solved,Poor Product Quality,5
56.0,7.0,271.87,12925.06,11.0,777.23,114.0,9.0,5.0,1.0,F,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,Poor Website,3
18.0,17.0,84.25,10498.22,25.0,743.4170759936429,376.0,17.0,1.0,0.0,F,Village,Without Offers,Smartphone,Mobile_Data,No,Yes,Yes,Solved,Poor Product Quality,4
55.0,15.0,486.05,12535.58,16.0,628.8,493.0,14.0,3.0,0.0,M,Town,Without Offers,Desktop,Fiber_Optic,No,Yes,Yes,No Information Available,Poor Website,4
36.0,21.0,357.87,20235.86,6.0,594.08,10.0,10.0,1.0,1.0,F,Town,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,Yes,No,Not Applicable,Poor Product Quality,5
45.0,10.0,209.23,5814.12,40.23221731488614,329.34338030181806,502.0,10.0,2.0,1.0,M,Town,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes,Yes,Unsolved,No reason specified,4
45.0,10.0,799.64,80845.91,11.8,799.05,891.0,23.0,5.0,1.0,F,Town,Without Offers,Both,Fiber_Optic,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,1
43.0,5.0,429.88,8282.42,19.0,695.58,170.0,14.0,0.0,0.0,F,City,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Poor Product Quality,4
10.0,13.0,88.53,69669.6,6.0,816.54,98.0,17.0,5.0,1.0,M,City,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Products always in Stock,1
13.0,18.0,308.27,18658.32,14.0,718.68,501.0,16.0,5.0,1.0,F,City,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes,Yes,Unsolved,No reason specified,3
51.0,16.0,102.43,32562.23,7.0,612.58,364.0,4.0,3.0,0.0,M,City,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,No reason specified,4
44.0,20.0,74.54,17451.05,6.0,546.13,280.0,15.0,0.0,0.0,F,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes,Yes,No Information Available,Poor Customer Service,5
39.0,14.0,158.06,41374.77,12.0,1139.2730514519349,849.0,18.0,3.0,0.0,M,City,Without Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Too many ads,3
13.0,17.0,87.88,5538.52,16.0,183.848270735294,326.0,1.0,5.0,0.0,F,City,Without Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Product Quality,3
58.0,15.0,-783.9049241396266,44645.72,12.0,623.07,155.0,20.0,0.0,1.0,F,City,Without Offers,Both,Mobile_Data,Yes,No,No,Not Applicable,Poor Product Quality,5
50.0,11.0,325.6,37807.85,10.0,730.79,733.0,20.0,5.0,0.0,F,Village,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No,No,Not Applicable,No reason specified,3
45.0,18.0,1047.7850287948704,31278.24,25.0,629.6,709.0,5.0,3.0,0.0,M,City,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes,Yes,Unsolved,Poor Product Quality,4
16.0,6.0,213.89,2932.46,23.0,782.99,903.0,6.0,2.0,1.0,M,Village,Credit/Debit Card Offers,Both,Mobile_Data,Yes,No,Yes,Solved,Too many ads,3
12.0,5.0,190.57,44930.79,19.0,799.79,1054.0,23.0,4.0,0.0,F,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Too many ads,3
31.0,18.0,30.72,5096.6,5.0,710.19,436.0,11.0,0.0,1.0,F,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,Poor Product Quality,4
51.0,16.0,-843.5494574164293,37307.49,15.0,1133.4440685147008,64.0,4.0,1.0,0.0,F,City,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,No reason specified,4
31.0,16.0,416.6,15022.46,16.0,712.27,99.0,15.0,5.0,1.0,M,Village,Without Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,No reason specified,3
11.0,7.0,33.44,87186.66,10.8,1256.5952204788814,224.0,18.0,5.0,0.0,M,Village,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes,No,Not Applicable,User Friendly Website,1
17.0,18.0,502.98,43723.55,7.0,549.78,863.0,13.0,0.0,1.0,M,Village,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,Poor Website,5
57.0,6.0,548.63,35947.56,16.0,176.32870135426438,287.0,11.0,4.0,1.0,M,Village,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,No,No,Not Applicable,Too many ads,3
12.0,5.0,231.09,9692.61,10.0,710.356,908.0,17.0,3.0,1.0,M,City,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes,No,Not Applicable,User Friendly Website,1
29.0,10.0,1482.5571401538336,29880.6,27.0,699.056,514.0,19.0,1.0,1.0,F,Town,Without Offers,Desktop,Mobile_Data,Yes,No,Yes,Unsolved,Too many ads,5
24.0,12.0,-798.5472289055551,36630.17,22.0,861.8022176601647,168.0,22.0,0.0,1.0,F,Town,Without Offers,Desktop,Fiber_Optic,No,Yes,Yes,Unsolved,Poor Website,5
17.0,20.0,52.57,83987.62,12.0,814.8,441.0,9.0,4.0,0.0,M,Village,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes,Yes,Solved,Quality Customer Care,1
32.0,17.0,411.03,16950.92,17.0,609.05,194.0,14.0,0.0,1.0,F,City,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes,No,Not Applicable,No reason specified,5
49.0,21.0,135.48,34457.71,10.0,714.8,830.0,3.0,5.0,1.0,M,Town,Without Offers,Smartphone,Fiber_Optic,No,Yes,Yes,Solved,User Friendly Website,2
34.0,21.0,1482.5571401538336,26943.76,17.6,687.84,759.0,3.0,0.0,1.0,F,Town,Without Offers,Both,Mobile_Data,Yes,Yes,Yes,Unsolved,Too many ads,5
29.0,14.0,1041.9824027792015,9184.31,9.0,1087.251747118436,499.0,17.0,5.0,0.0,F,City,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No,Yes,Unsolved,Quality Customer Care,1
36.0,21.0,293.63,49061.59,16.0,653.47,734.0,4.0,0.0,1.0,F,City,Credit/Debit Card Offers,Both,Mobile_Data,Yes,Yes,Yes,Solved,Poor Product Quality,4
49.0,8.0,74.55,48450.96,20.0,984.2977892728508,494.0,23.0,1.0,1.0,F,Town,Without Offers,Desktop,Mobile_Data,No,Yes,Yes,Unsolved,Poor Website,4
19.0,13.0,69.21,42201.11,18.0,621.71,170.0,22.0,2.0,0.0,F,Town,Without Offers,Desktop,Wi-Fi,Yes,No,Yes,Unsolved,Poor Customer Service,4
39.0,13.2,105.67,93271.98119999998,18.0,714.29,178.0,19.0,5.0,0.0,M,Town,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,Quality Customer Care,2
14.0,4.0,314.67,72848.99,1.0,775.55,500.0,7.0,3.0,1.0,F,Town,Without Offers,Smartphone,Mobile_Data,Yes,Yes,Yes,Solved in Follow-up,User Friendly Website,1
63.0,11.0,599.52,10338.65,22.0,552.67,253.0,17.0,1.0,1.0,F,City,Without Offers,Both,Fiber_Optic,No,Yes,No,Not Applicable,Too many ads,5
25.0,12.0,606.89,37238.66,25.0,535.29,342.0,18.0,1.0,1.0,M,Village,Without Offers,Smartphone,Wi-Fi,No,Yes,Yes,Solved in Follow-up,No reason specified,5
52.0,11.6,681.07,64122.76,19.0,839.8,384.0,5.0,4.0,1.0,F,Village,Without Offers,Desktop,Mobile_Data,Yes,Yes,No,Not Applicable,User Friendly Website,1
25.0,20.0,686.61,27661.39,21.677350742402858,788.35,1035.0,14.0,3.0,1.0,F,City,Gift Vouchers/Coupons,Both,Fiber_Optic,No,Yes,No,Not Applicable,User Friendly Website,1
57.0,14.2,730.53,27774.21,7.0,661.2940000000001,643.0,15.0,2.0,1.0,F,City,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,Yes,Yes,Solved,No reason specified,3
41.0,22.0,136.15,12089.39,29.0,693.32,895.0,10.0,3.0,1.0,F,Town,Without Offers,Desktop,Fiber_Optic,Yes,No,Yes,Unsolved,Poor Product Quality,4
36.0,12.0,145.05,19732.89,23.6,509.0647141944242,445.0,9.0,5.0,1.0,F,Town,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No,No,Not Applicable,Too many ads,3
24.0,5.0,609.39,41787.01,26.0,575.24,124.0,13.0,0.0,1.0,F,Town,Without Offers,Desktop,Mobile_Data,Yes,No,No,Not Applicable,Poor Website,5
38.0,20.0,476.43,38404.92,13.4,1050.2615556124588,163.0,8.0,3.0,0.0,M,Town,Without Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Product Quality,3
64.0,8.0,640.95,32930.01,29.0,678.75,35.0,18.0,1.0,1.0,M,Town,Credit/Debit Card Offers,Both,Mobile_Data,Yes,No,No,Not Applicable,No reason specified,4
48.0,8.0,133.04,41652.84,23.004868628152686,613.0514178040403,782.0,9.0,5.0,1.0,F,Town,Without Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Customer Service,3
60.0,22.0,44.8,31698.17,11.0,658.57,131.0,4.0,1.0,1.0,F,Town,Without Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Poor Website,4
58.0,14.0,90.21,33592.55,-9.909440925233326,690.12,718.0,7.0,1.0,0.0,M,City,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes,No,Not Applicable,No reason specified,5
59.0,15.0,206.63,19758.12,6.0,518.75,998.0,19.0,0.0,1.0,F,Village,Without Offers,Both,Mobile_Data,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,5
53.0,15.0,64.83,49480.02,5.0,607.41,1052.0,7.0,3.0,0.0,F,City,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,No reason specified,4
24.0,11.0,-802.7981162161819,16936.89,23.0,562.66,218.0,13.0,0.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Poor Product Quality,5
28.0,11.4,486.32,61550.42,5.0,1142.821840283395,618.0,14.0,2.0,0.0,F,Town,Without Offers,Both,Wi-Fi,Yes,Yes,Yes,No Information Available,Products always in Stock,2
49.0,23.0,-583.8909357218379,8761.25,22.0,766.47,1085.0,1.0,2.0,0.0,M,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,Yes,Solved,Too many ads,3
34.0,10.0,71.89,15607.98,25.0,571.0954003249093,234.0,7.0,3.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes,Yes,No Information Available,No reason specified,3
22.0,13.0,116.89,5979.65,25.0,579.47,1062.0,15.0,1.0,0.0,F,Town,Without Offers,Smartphone,Mobile_Data,No,Yes,Yes,No Information Available,Poor Website,5
51.0,7.0,301.55,7089.19,18.2,780.85,964.0,17.0,3.0,0.0,M,Town,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes,No,Not Applicable,No reason specified,3
25.0,15.0,47.02,47829.73,27.0,621.76,270.0,9.0,3.0,0.0,M,Village,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes,No,Not Applicable,Poor Website,4
29.0,7.0,568.67,25368.87,28.0,608.6,187.0,16.0,0.0,1.0,F,City,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes,No,Not Applicable,Poor Product Quality,4
49.0,18.0,155.78,35089.54,11.0,741.886840094006,10.0,18.0,0.0,0.0,M,City,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Poor Website,5
63.0,10.0,89.71,74826.5,11.0,803.67,867.0,3.0,5.0,0.0,F,Village,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No,Yes,No Information Available,Products always in Stock,1
11.0,13.0,888.88,16634.8,11.0,775.24,573.0,9.0,5.0,1.0,F,Town,Without Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Customer Service,3
29.0,2.0,203.74,5320.65,24.0,624.57,257.0,18.0,0.0,0.0,F,Town,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes,No,Not Applicable,No reason specified,5
39.0,8.4,63.92,36272.18,20.0,654.2547947985627,30.0,4.0,5.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Too many ads,3
39.0,13.8,34.59,27170.46,24.0,693.64,451.0,20.0,1.0,1.0,M,Village,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes,No,Not Applicable,Poor Product Quality,5
63.0,14.0,207.22,42979.13,10.0,787.44,930.0,4.0,4.0,1.0,Unknown,City,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes,No,Not Applicable,Poor Product Quality,3
45.0,16.0,136.14,43663.89,7.0,835.08,596.0,12.0,4.0,1.0,F,Village,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes,Yes,Solved,User Friendly Website,1
21.0,13.0,576.46,7712.29,19.0,780.1597899698645,434.0,14.0,2.0,1.0,F,Town,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,3
14.0,19.0,60.4,4976.69,25.0,557.85,260.0,19.0,1.0,1.0,F,Village,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,Yes,No Information Available,No reason specified,5
10.0,13.0,134.41,34007.44,12.0,420.25223452940537,568.0,0.0,0.0,1.0,F,Town,Without Offers,Smartphone,Wi-Fi,No,Yes,Yes,Solved,Poor Product Quality,5
28.0,6.0,631.84,47456.34,27.0,644.84,454.0,6.0,3.0,1.0,F,Town,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes,Yes,Solved in Follow-up,Too many ads,4
37.0,22.0,31.47,81927.14,13.0,742.73,551.0,21.0,5.0,0.0,F,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No,Yes,No Information Available,User Friendly Website,2
41.0,3.0,669.46,23159.95,17.0,748.21,696.0,3.0,4.0,1.0,M,City,Credit/Debit Card Offers,Both,Mobile_Data,Yes,No,No,Not Applicable,Poor Product Quality,3
59.0,5.0,139.96,27970.58,42.3867537120143,712.6816810945772,402.0,6.0,1.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes,Yes,No Information Available,No reason specified,5
43.0,10.0,295.93,33110.74,5.0,792.6,527.0,19.0,2.0,0.0,M,City,Without Offers,Desktop,Wi-Fi,Yes,No,Yes,No Information Available,Poor Product Quality,3
54.0,10.0,218.44,25061.02,29.0,440.74067749330703,1016.0,17.0,2.0,0.0,M,Town,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes,Yes,Solved in Follow-up,Poor Website,4
21.0,17.0,428.49,16742.22,13.0,308.8827153513988,19.0,11.0,0.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Website,5
40.0,7.0,1126.5492760252057,12325.23,5.0,1063.4450505604614,278.0,17.0,0.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes,Yes,No Information Available,Too many ads,5
11.0,15.0,134.06,1977.29,13.0,792.16,686.0,23.0,5.0,1.0,F,City,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No,No,Not Applicable,Poor Customer Service,3
26.0,14.0,548.14,41726.88,-9.575539814831576,757.89,986.0,4.0,3.0,1.0,F,City,Without Offers,Both,Wi-Fi,Yes,Yes,Yes,Solved,No reason specified,3
29.0,12.0,1482.5571401538336,35391.09,9.0,577.38,575.0,1.0,0.0,1.0,M,Village,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No,Yes,Solved in Follow-up,Poor Website,5
62.0,18.0,205.09,31470.91,28.0,733.8423690304002,752.0,16.0,3.0,1.0,F,City,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,3
23.0,16.0,196.77,39960.95,20.0,746.1,775.0,2.0,4.0,0.0,F,City,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,Poor Product Quality,3
61.0,2.0,437.99,29584.14,12.0,751.1,886.0,19.0,4.0,0.0,M,Town,Without Offers,Smartphone,Fiber_Optic,Yes,No,Yes,Solved in Follow-up,User Friendly Website,1
38.0,17.0,372.03,20493.14,17.0,807.72,471.0,8.0,5.0,0.0,F,Town,Without Offers,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,Reasonable Price,1
37.0,11.0,621.36,36318.63,16.0,687.522,1052.0,11.0,2.0,1.0,M,Town,Gift Vouchers/Coupons,Both,Wi-Fi,No,Yes,No,Not Applicable,Poor Customer Service,4
61.0,18.0,188.8,34855.07,20.0,660.59,310.0,5.0,2.0,0.0,F,Town,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No,No,Not Applicable,Poor Website,4
37.0,10.0,39.43,46844.9,24.0,1025.550276158668,676.0,19.0,4.0,1.0,F,Town,Without Offers,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Too many ads,3
16.0,19.0,299.42,32158.76,-3.8625360983211214,936.9901044216396,424.0,1.0,1.0,1.0,M,Town,Without Offers,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,No reason specified,5
19.0,14.0,207.88,3472.88,42.3867537120143,231.3265133652441,45.0,6.0,1.0,1.0,M,City,Without Offers,Smartphone,Wi-Fi,No,Yes,Yes,No Information Available,Poor Customer Service,5
44.0,14.0,50.06,35559.82,18.8,699.53,28.0,12.0,0.0,1.0,M,City,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes,No,Not Applicable,Poor Product Quality,5
43.0,9.0,35.23,1317.9744,14.0,730.26,1052.0,1.0,3.0,1.0,M,Village,Without Offers,Desktop,Wi-Fi,No,Yes,No,Not Applicable,Too many ads,3
40.0,14.0,155.4,6415.43,7.0,500.48,646.0,2.0,0.0,1.0,F,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,Yes,Solved,Poor Product Quality,5
36.0,12.0,112.06,13044.21,26.0,519.69,761.0,14.0,1.0,1.0,M,City,Without Offers,Desktop,Mobile_Data,No,Yes,Yes,Solved,No reason specified,5
44.0,16.0,510.74,5754.55,19.8,648.1,741.0,3.0,2.0,1.0,F,City,Without Offers,Desktop,Fiber_Optic,No,Yes,Yes,Solved in Follow-up,Too many ads,4
16.0,11.0,-710.5054555870482,48906.76,28.0,726.9,187.0,7.0,5.0,1.0,F,City,Without Offers,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,No reason specified,3
52.0,12.2,287.63,43819.38,19.0,210.75934493043576,326.0,19.0,2.0,0.0,M,Village,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Poor Customer Service,4
30.0,14.0,43.56,26557.82,16.0,733.052,735.0,14.0,0.0,0.0,F,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Poor Customer Service,5
60.0,11.0,296.75,29589.33,26.0,526.83,253.0,1.0,1.0,0.0,F,City,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No,No,Not Applicable,Poor Customer Service,5
10.0,17.0,430.87,26887.61,21.0,629.85,646.0,9.0,1.0,0.0,F,Town,Without Offers,Desktop,Fiber_Optic,Yes,No,Yes,Unsolved,Poor Product Quality,5
40.0,18.0,110.79,1317.9744,29.76574494159397,708.79,664.0,3.0,2.0,1.0,F,Town,Without Offers,Smartphone,Wi-Fi,Yes,No,Yes,Unsolved,Poor Product Quality,4
23.0,10.0,98.85,48440.63,23.0,788.67,317.0,23.0,4.0,0.0,M,Town,Without Offers,Desktop,Fiber_Optic,Yes,No,No,Not Applicable,Too many ads,3
44.0,4.0,145.05,32043.75,21.0,548.85,689.0,2.0,0.0,1.0,F,City,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes,No,Not Applicable,Poor Website,5
37.0,15.0,39.72,41235.21,19.0,854.7714476405611,394.0,0.0,1.0,0.0,M,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,Too many ads,5
64.0,9.0,299.71,11544.97,2.0,761.22,1042.0,7.0,4.0,0.0,F,City,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No,Yes,Unsolved,User Friendly Website,1
35.0,22.0,56.3,31368.67,9.0,732.4,986.0,16.0,2.0,1.0,F,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No,Yes,Solved in Follow-up,Too many ads,3
21.0,6.0,64.86,35825.1,8.0,668.92,419.0,22.0,0.0,1.0,M,City,Without Offers,Both,Mobile_Data,No,Yes,No,Not Applicable,Poor Product Quality,4
22.0,6.0,244.16,34372.72,28.0,709.36,473.0,5.0,2.0,1.0,F,Town,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes,Yes,Unsolved,Poor Website,3
