label,class_name,filename,location
0,c0,ISIC_0056930.jpg,anterior torso|30s
1,c1,ISIC_0056940.jpg,anterior torso|50s
2,c2,ISIC_0056941.jpg,head/neck|50s
0,c0,ISIC_0056943.jpg,anterior torso|30s
0,c0,ISIC_0056949.jpg,anterior torso|30s
2,c2,ISIC_0056950.jpg,head/neck|50s
2,c2,ISIC_0056951.jpg,anterior torso|50s
2,c2,ISIC_0056953.jpg,head/neck|40s
5,c5,ISIC_0056956.jpg,anterior torso|80+
1,c1,ISIC_0056957.jpg,palms/soles|80+
0,c0,ISIC_0056958.jpg,anterior torso|30s
0,c0,ISIC_0056960.jpg,anterior torso|50s
2,c2,ISIC_0056964.jpg,anterior torso|80+
2,c2,ISIC_0056965.jpg,lower extremity|80+
0,c0,ISIC_0056966.jpg,anterior torso|50s
0,c0,ISIC_0056968.jpg,upper extremity|40s
1,c1,ISIC_0056974.jpg,palms/soles|80+
3,c3,ISIC_0056976.jpg,head/neck|60s
1,c1,ISIC_0056981.jpg,lower extremity|40s
0,c0,ISIC_0056982.jpg,lower extremity|80+
1,c1,ISIC_0056983.jpg,head/neck|80+
1,c1,ISIC_0056988.jpg,anterior torso|60s
0,c0,ISIC_0056989.jpg,upper extremity|40s
2,c2,ISIC_0056990.jpg,head/neck|60s
1,c1,ISIC_0056991.jpg,upper extremity|40s
0,c0,ISIC_0056992.jpg,head/neck|40s
0,c0,ISIC_0056993.jpg,lower extremity|40s
6,c6,ISIC_0056996.jpg,lower extremity|40s
0,c0,ISIC_0056997.jpg,upper extremity|60s
1,c1,ISIC_0056998.jpg,anterior torso|80+
3,c3,ISIC_0057004.jpg,anterior torso|50s
0,c0,ISIC_0057005.jpg,lower extremity|<30
0,c0,ISIC_0057006.jpg,anterior torso|60s
0,c0,ISIC_0057008.jpg,head/neck|40s
1,c1,ISIC_0057009.jpg,upper extremity|40s
2,c2,ISIC_0057010.jpg,lower extremity|40s
0,c0,ISIC_0057011.jpg,anterior torso|30s
0,c0,ISIC_0057014.jpg,anterior torso|30s
1,c1,ISIC_0057015.jpg,anterior torso|80+
1,c1,ISIC_0057016.jpg,head/neck|80+
0,c0,ISIC_0057017.jpg,anterior torso|30s
2,c2,ISIC_0057020.jpg,anterior torso|50s
0,c0,ISIC_0057021.jpg,head/neck|50s
4,c4,ISIC_0057022.jpg,head/neck|50s
0,c0,ISIC_0057026.jpg,anterior torso|50s
1,c1,ISIC_0057027.jpg,palms/soles|70s
0,c0,ISIC_0057028.jpg,anterior torso|30s
2,c2,ISIC_0057029.jpg,head/neck|60s
1,c1,ISIC_0057033.jpg,upper extremity|60s
0,c0,ISIC_0057035.jpg,anterior torso|<30
4,c4,ISIC_0057038.jpg,head/neck|80+
5,c5,ISIC_0057046.jpg,anterior torso|80+
1,c1,ISIC_0057048.jpg,palms/soles|80+
2,c2,ISIC_0057050.jpg,anterior torso|50s
0,c0,ISIC_0057055.jpg,anterior torso|<30
0,c0,ISIC_0057059.jpg,anterior torso|30s
3,c3,ISIC_0057062.jpg,lower extremity|60s
0,c0,ISIC_0057066.jpg,lower extremity|<30
1,c1,ISIC_0057067.jpg,palms/soles|80+
3,c3,ISIC_0057068.jpg,head/neck|80+
2,c2,ISIC_0057069.jpg,head/neck|80+
0,c0,ISIC_0057070.jpg,upper extremity|40s
0,c0,ISIC_0057071.jpg,head/neck|50s
4,c4,ISIC_0057072.jpg,head/neck|80+
0,c0,ISIC_0057074.jpg,anterior torso|50s
2,c2,ISIC_0057075.jpg,anterior torso|80+
0,c0,ISIC_0057076.jpg,head/neck|<30
4,c4,ISIC_0057077.jpg,head/neck|60s
3,c3,ISIC_0057080.jpg,lower extremity|80+
1,c1,ISIC_0057083.jpg,head/neck|80+
3,c3,ISIC_0057085.jpg,head/neck|50s
2,c2,ISIC_0057086.jpg,anterior torso|80+
2,c2,ISIC_0057088.jpg,anterior torso|80+
0,c0,ISIC_0057092.jpg,anterior torso|<30
0,c0,ISIC_0057094.jpg,anterior torso|50s
0,c0,ISIC_0057095.jpg,head/neck|50s
3,c3,ISIC_0057098.jpg,palms/soles|80+
0,c0,ISIC_0057108.jpg,anterior torso|50s
2,c2,ISIC_0057111.jpg,lower extremity|80+
2,c2,ISIC_0057114.jpg,anterior torso|60s
5,c5,ISIC_0057121.jpg,upper extremity|60s
3,c3,ISIC_0057127.jpg,anterior torso|50s
5,c5,ISIC_0057131.jpg,lower extremity|80+
2,c2,ISIC_0057132.jpg,lower extremity|70s
0,c0,ISIC_0057133.jpg,anterior torso|<30
0,c0,ISIC_0057134.jpg,anterior torso|60s
4,c4,ISIC_0057135.jpg,head/neck|60s
0,c0,ISIC_0057136.jpg,anterior torso|60s
0,c0,ISIC_0057138.jpg,anterior torso|50s
1,c1,ISIC_0057141.jpg,anterior torso|60s
1,c1,ISIC_0057147.jpg,head/neck|40s
1,c1,ISIC_0057148.jpg,anterior torso|60s
0,c0,ISIC_0057153.jpg,upper extremity|40s
1,c1,ISIC_0057155.jpg,anterior torso|50s
4,c4,ISIC_0057157.jpg,head/neck|80+
3,c3,ISIC_0057160.jpg,lower extremity|60s
2,c2,ISIC_0057161.jpg,anterior torso|50s
0,c0,ISIC_0057162.jpg,anterior torso|<30
0,c0,ISIC_0057165.jpg,anterior torso|30s
0,c0,ISIC_0057166.jpg,upper extremity|30s
0,c0,ISIC_0057167.jpg,lower extremity|<30
1,c1,ISIC_0057169.jpg,anterior torso|50s
1,c1,ISIC_0057173.jpg,head/neck|50s
0,c0,ISIC_0057174.jpg,upper extremity|30s
2,c2,ISIC_0057179.jpg,anterior torso|80+
1,c1,ISIC_0057180.jpg,anterior torso|50s
5,c5,ISIC_0057182.jpg,head/neck|80+
0,c0,ISIC_0057184.jpg,anterior torso|<30
0,c0,ISIC_0057185.jpg,anterior torso|30s
2,c2,ISIC_0057186.jpg,anterior torso|80+
0,c0,ISIC_0057187.jpg,palms/soles|50s
1,c1,ISIC_0057188.jpg,anterior torso|60s
0,c0,ISIC_0057189.jpg,palms/soles|<30
2,c2,ISIC_0057190.jpg,lower extremity|60s
1,c1,ISIC_0057192.jpg,head/neck|60s
0,c0,ISIC_0057193.jpg,anterior torso|30s
2,c2,ISIC_0057195.jpg,head/neck|60s
0,c0,ISIC_0057202.jpg,lower extremity|<30
0,c0,ISIC_0057206.jpg,head/neck|40s
0,c0,ISIC_0057207.jpg,anterior torso|30s
3,c3,ISIC_0057210.jpg,head/neck|60s
1,c1,ISIC_0057211.jpg,palms/soles|40s
2,c2,ISIC_0057213.jpg,anterior torso|80+
2,c2,ISIC_0057219.jpg,anterior torso|60s
3,c3,ISIC_0057222.jpg,head/neck|50s
5,c5,ISIC_0057224.jpg,lower extremity|40s
0,c0,ISIC_0057230.jpg,lower extremity|60s
2,c2,ISIC_0057233.jpg,anterior torso|80+
1,c1,ISIC_0057234.jpg,upper extremity|60s
1,c1,ISIC_0057235.jpg,anterior torso|60s
2,c2,ISIC_0057237.jpg,anterior torso|30s
0,c0,ISIC_0057238.jpg,lower extremity|60s
0,c0,ISIC_0057240.jpg,anterior torso|30s
0,c0,ISIC_0057241.jpg,head/neck|40s
1,c1,ISIC_0057244.jpg,upper extremity|40s
3,c3,ISIC_0057245.jpg,head/neck|40s
0,c0,ISIC_0057247.jpg,upper extremity|30s
3,c3,ISIC_0057248.jpg,head/neck|40s
3,c3,ISIC_0057250.jpg,head/neck|60s
1,c1,ISIC_0057252.jpg,lower extremity|70s
2,c2,ISIC_0057255.jpg,head/neck|80+
1,c1,ISIC_0057257.jpg,head/neck|80+
0,c0,ISIC_0057259.jpg,anterior torso|<30
0,c0,ISIC_0057260.jpg,upper extremity|40s
1,c1,ISIC_0057261.jpg,anterior torso|80+
2,c2,ISIC_0057266.jpg,head/neck|80+
0,c0,ISIC_0057269.jpg,lower extremity|40s
3,c3,ISIC_0057272.jpg,head/neck|80+
2,c2,ISIC_0057275.jpg,head/neck|30s
2,c2,ISIC_0057279.jpg,head/neck|60s
4,c4,ISIC_0057280.jpg,lower extremity|60s
2,c2,ISIC_0057288.jpg,upper extremity|60s
3,c3,ISIC_0057290.jpg,lower extremity|70s
2,c2,ISIC_0057292.jpg,upper extremity|40s
5,c5,ISIC_0057294.jpg,head/neck|80+
3,c3,ISIC_0057298.jpg,anterior torso|50s
1,c1,ISIC_0057299.jpg,anterior torso|50s
2,c2,ISIC_0057300.jpg,anterior torso|80+
1,c1,ISIC_0057302.jpg,anterior torso|80+
0,c0,ISIC_0057304.jpg,head/neck|50s
1,c1,ISIC_0057307.jpg,lower extremity|40s
0,c0,ISIC_0057312.jpg,upper extremity|60s
5,c5,ISIC_0057314.jpg,anterior torso|80+
1,c1,ISIC_0057315.jpg,anterior torso|60s
0,c0,ISIC_0057321.jpg,palms/soles|<30
1,c1,ISIC_0057323.jpg,head/neck|50s
1,c1,ISIC_0057324.jpg,palms/soles|40s
3,c3,ISIC_0057326.jpg,head/neck|30s
1,c1,ISIC_0057328.jpg,lower extremity|70s
0,c0,ISIC_0057330.jpg,head/neck|30s
0,c0,ISIC_0057332.jpg,lower extremity|<30
2,c2,ISIC_0057333.jpg,anterior torso|60s
2,c2,ISIC_0057334.jpg,anterior torso|60s
2,c2,ISIC_0057336.jpg,lower extremity|80+
1,c1,ISIC_0057338.jpg,head/neck|60s
0,c0,ISIC_0057339.jpg,anterior torso|30s
0,c0,ISIC_0057342.jpg,anterior torso|50s
3,c3,ISIC_0057346.jpg,head/neck|40s
2,c2,ISIC_0057347.jpg,anterior torso|50s
3,c3,ISIC_0057348.jpg,anterior torso|60s
2,c2,ISIC_0057349.jpg,head/neck|80+
4,c4,ISIC_0057351.jpg,head/neck|60s
2,c2,ISIC_0057352.jpg,lower extremity|60s
0,c0,ISIC_0057354.jpg,anterior torso|50s
2,c2,ISIC_0057355.jpg,anterior torso|80+
2,c2,ISIC_0057359.jpg,lower extremity|70s
5,c5,ISIC_0057361.jpg,lower extremity|70s
0,c0,ISIC_0057365.jpg,palms/soles|70s
3,c3,ISIC_0057368.jpg,head/neck|40s
1,c1,ISIC_0057369.jpg,head/neck|30s
0,c0,ISIC_0057372.jpg,lower extremity|40s
1,c1,ISIC_0057374.jpg,anterior torso|30s
0,c0,ISIC_0057381.jpg,lower extremity|<30
0,c0,ISIC_0057385.jpg,anterior torso|80+
1,c1,ISIC_0057390.jpg,head/neck|60s
0,c0,ISIC_0057391.jpg,head/neck|<30
2,c2,ISIC_0057392.jpg,head/neck|80+
0,c0,ISIC_0057394.jpg,anterior torso|30s
1,c1,ISIC_0057395.jpg,upper extremity|60s
0,c0,ISIC_0057396.jpg,lower extremity|60s
1,c1,ISIC_0057397.jpg,anterior torso|60s
2,c2,ISIC_0057400.jpg,lower extremity|70s
2,c2,ISIC_0057404.jpg,head/neck|50s
2,c2,ISIC_0057409.jpg,lower extremity|70s
1,c1,ISIC_0057412.jpg,anterior torso|50s
1,c1,ISIC_0057417.jpg,anterior torso|50s
2,c2,ISIC_0057418.jpg,head/neck|40s
0,c0,ISIC_0057419.jpg,anterior torso|<30
2,c2,ISIC_0057424.jpg,head/neck|80+
5,c5,ISIC_0057426.jpg,upper extremity|60s
0,c0,ISIC_0057429.jpg,anterior torso|50s
0,c0,ISIC_0057433.jpg,anterior torso|30s
0,c0,ISIC_0057434.jpg,anterior torso|30s
0,c0,ISIC_0057440.jpg,head/neck|60s
0,c0,ISIC_0057441.jpg,anterior torso|30s
0,c0,ISIC_0057444.jpg,anterior torso|<30
3,c3,ISIC_0057446.jpg,anterior torso|60s
6,c6,ISIC_0057453.jpg,lower extremity|40s
2,c2,ISIC_0057456.jpg,anterior torso|80+
1,c1,ISIC_0057457.jpg,head/neck|60s
4,c4,ISIC_0057458.jpg,anterior torso|60s
0,c0,ISIC_0057459.jpg,head/neck|50s
1,c1,ISIC_0057462.jpg,anterior torso|60s
2,c2,ISIC_0057471.jpg,head/neck|80+
2,c2,ISIC_0057473.jpg,anterior torso|80+
2,c2,ISIC_0057474.jpg,anterior torso|50s
0,c0,ISIC_0057475.jpg,anterior torso|60s
1,c1,ISIC_0057482.jpg,lower extremity|40s
0,c0,ISIC_0057487.jpg,anterior torso|50s
5,c5,ISIC_0057492.jpg,lower extremity|70s
3,c3,ISIC_0057493.jpg,head/neck|80+
0,c0,ISIC_0057495.jpg,anterior torso|30s
1,c1,ISIC_0057496.jpg,anterior torso|30s
3,c3,ISIC_0057497.jpg,head/neck|60s
0,c0,ISIC_0057498.jpg,head/neck|50s
2,c2,ISIC_0057500.jpg,upper extremity|40s
0,c0,ISIC_0057501.jpg,anterior torso|50s
2,c2,ISIC_0057503.jpg,lower extremity|80+
2,c2,ISIC_0057504.jpg,lower extremity|70s
5,c5,ISIC_0057510.jpg,anterior torso|80+
0,c0,ISIC_0057512.jpg,upper extremity|30s
0,c0,ISIC_0057513.jpg,anterior torso|30s
4,c4,ISIC_0057517.jpg,lower extremity|70s
1,c1,ISIC_0057518.jpg,anterior torso|60s
0,c0,ISIC_0057522.jpg,anterior torso|60s
2,c2,ISIC_0057523.jpg,lower extremity|60s
4,c4,ISIC_0057526.jpg,head/neck|60s
1,c1,ISIC_0057539.jpg,head/neck|40s
0,c0,ISIC_0057540.jpg,anterior torso|60s
2,c2,ISIC_0057542.jpg,lower extremity|60s
0,c0,ISIC_0057544.jpg,anterior torso|50s
1,c1,ISIC_0057545.jpg,head/neck|80+
4,c4,ISIC_0057547.jpg,anterior torso|80+
1,c1,ISIC_0057550.jpg,anterior torso|50s
2,c2,ISIC_0057551.jpg,head/neck|80+
3,c3,ISIC_0057552.jpg,head/neck|40s
1,c1,ISIC_0057554.jpg,head/neck|40s
1,c1,ISIC_0057556.jpg,anterior torso|50s
2,c2,ISIC_0057560.jpg,anterior torso|60s
3,c3,ISIC_0057561.jpg,head/neck|80+
0,c0,ISIC_0057571.jpg,anterior torso|50s
2,c2,ISIC_0057572.jpg,anterior torso|30s
4,c4,ISIC_0057575.jpg,head/neck|60s
3,c3,ISIC_0057576.jpg,lower extremity|80+
0,c0,ISIC_0057578.jpg,anterior torso|60s
5,c5,ISIC_0057584.jpg,head/neck|80+
4,c4,ISIC_0057586.jpg,head/neck|50s
2,c2,ISIC_0057587.jpg,anterior torso|80+
5,c5,ISIC_0057590.jpg,anterior torso|60s
1,c1,ISIC_0057591.jpg,lower extremity|60s
1,c1,ISIC_0057594.jpg,head/neck|50s
0,c0,ISIC_0057600.jpg,upper extremity|60s
0,c0,ISIC_0057605.jpg,head/neck|30s
0,c0,ISIC_0057607.jpg,head/neck|40s
1,c1,ISIC_0057609.jpg,head/neck|30s
1,c1,ISIC_0057611.jpg,oral/genital|70s
4,c4,ISIC_0057616.jpg,head/neck|60s
1,c1,ISIC_0057617.jpg,head/neck|80+
1,c1,ISIC_0057621.jpg,palms/soles|50s
0,c0,ISIC_0057625.jpg,anterior torso|50s
0,c0,ISIC_0057626.jpg,anterior torso|30s
2,c2,ISIC_0057629.jpg,anterior torso|30s
0,c0,ISIC_0057633.jpg,anterior torso|60s
3,c3,ISIC_0057635.jpg,lower extremity|60s
4,c4,ISIC_0057638.jpg,head/neck|50s
3,c3,ISIC_0057640.jpg,head/neck|60s
0,c0,ISIC_0057641.jpg,lower extremity|<30
2,c2,ISIC_0057642.jpg,lower extremity|70s
3,c3,ISIC_0057646.jpg,head/neck|50s
0,c0,ISIC_0057648.jpg,anterior torso|30s
0,c0,ISIC_0057660.jpg,anterior torso|30s
2,c2,ISIC_0057662.jpg,lower extremity|80+
2,c2,ISIC_0057666.jpg,anterior torso|30s
1,c1,ISIC_0057668.jpg,anterior torso|60s
0,c0,ISIC_0057669.jpg,anterior torso|30s
1,c1,ISIC_0057672.jpg,anterior torso|80+
0,c0,ISIC_0057674.jpg,anterior torso|30s
5,c5,ISIC_0057675.jpg,anterior torso|80+
0,c0,ISIC_0057677.jpg,lower extremity|80+
2,c2,ISIC_0057680.jpg,lower extremity|60s
0,c0,ISIC_0057681.jpg,anterior torso|30s
1,c1,ISIC_0057687.jpg,palms/soles|60s
1,c1,ISIC_0057692.jpg,head/neck|40s
0,c0,ISIC_0057693.jpg,head/neck|40s
0,c0,ISIC_0057696.jpg,anterior torso|30s
1,c1,ISIC_0057700.jpg,anterior torso|60s
1,c1,ISIC_0057702.jpg,upper extremity|40s
2,c2,ISIC_0057705.jpg,anterior torso|80+
1,c1,ISIC_0057707.jpg,head/neck|30s
0,c0,ISIC_0057714.jpg,palms/soles|70s
2,c2,ISIC_0057715.jpg,lower extremity|60s
0,c0,ISIC_0057722.jpg,lower extremity|40s
1,c1,ISIC_0057723.jpg,head/neck|80+
1,c1,ISIC_0057727.jpg,head/neck|30s
2,c2,ISIC_0057732.jpg,head/neck|50s
1,c1,ISIC_0057734.jpg,anterior torso|80+
1,c1,ISIC_0057736.jpg,head/neck|80+
0,c0,ISIC_0057737.jpg,anterior torso|30s
3,c3,ISIC_0057738.jpg,lower extremity|60s
4,c4,ISIC_0057739.jpg,anterior torso|60s
4,c4,ISIC_0057740.jpg,head/neck|80+
0,c0,ISIC_0057743.jpg,anterior torso|30s
1,c1,ISIC_0057744.jpg,anterior torso|50s
3,c3,ISIC_0057746.jpg,anterior torso|60s
0,c0,ISIC_0057749.jpg,anterior torso|30s
1,c1,ISIC_0057753.jpg,lower extremity|80+
2,c2,ISIC_0057755.jpg,head/neck|40s
2,c2,ISIC_0057757.jpg,head/neck|50s
3,c3,ISIC_0057758.jpg,head/neck|50s
1,c1,ISIC_0057759.jpg,anterior torso|50s
0,c0,ISIC_0057760.jpg,anterior torso|50s
1,c1,ISIC_0057762.jpg,anterior torso|60s
0,c0,ISIC_0057763.jpg,head/neck|40s
5,c5,ISIC_0057770.jpg,head/neck|40s
1,c1,ISIC_0057771.jpg,head/neck|40s
0,c0,ISIC_0057774.jpg,lower extremity|40s
0,c0,ISIC_0057777.jpg,lower extremity|40s
1,c1,ISIC_0057782.jpg,head/neck|30s
0,c0,ISIC_0057784.jpg,upper extremity|<30
0,c0,ISIC_0057786.jpg,head/neck|30s
1,c1,ISIC_0057787.jpg,anterior torso|50s
0,c0,ISIC_0057790.jpg,anterior torso|30s
1,c1,ISIC_0057791.jpg,anterior torso|80+
6,c6,ISIC_0057792.jpg,lower extremity|40s
0,c0,ISIC_0057797.jpg,anterior torso|50s
2,c2,ISIC_0057801.jpg,anterior torso|80+
0,c0,ISIC_0057803.jpg,upper extremity|60s
2,c2,ISIC_0057804.jpg,anterior torso|80+
2,c2,ISIC_0057805.jpg,head/neck|80+
4,c4,ISIC_0057806.jpg,head/neck|60s
1,c1,ISIC_0057815.jpg,lower extremity|40s
0,c0,ISIC_0057817.jpg,palms/soles|70s
3,c3,ISIC_0057819.jpg,head/neck|30s
2,c2,ISIC_0057822.jpg,lower extremity|60s
1,c1,ISIC_0057823.jpg,head/neck|50s
2,c2,ISIC_0057825.jpg,anterior torso|60s
1,c1,ISIC_0057828.jpg,anterior torso|50s
3,c3,ISIC_0057834.jpg,head/neck|50s
0,c0,ISIC_0057836.jpg,upper extremity|30s
1,c1,ISIC_0057837.jpg,head/neck|80+
2,c2,ISIC_0057839.jpg,head/neck|40s
0,c0,ISIC_0057840.jpg,anterior torso|<30
1,c1,ISIC_0057845.jpg,anterior torso|60s
4,c4,ISIC_0057847.jpg,head/neck|80+
1,c1,ISIC_0057849.jpg,anterior torso|60s
2,c2,ISIC_0057853.jpg,lower extremity|60s
0,c0,ISIC_0057858.jpg,anterior torso|30s
0,c0,ISIC_0057859.jpg,anterior torso|<30
0,c0,ISIC_0057862.jpg,anterior torso|50s
1,c1,ISIC_0057864.jpg,upper extremity|60s
5,c5,ISIC_0057865.jpg,head/neck|80+
0,c0,ISIC_0057871.jpg,lower extremity|70s
0,c0,ISIC_0057872.jpg,anterior torso|30s
0,c0,ISIC_0057873.jpg,anterior torso|60s
0,c0,ISIC_0057874.jpg,head/neck|40s
0,c0,ISIC_0057875.jpg,anterior torso|60s
0,c0,ISIC_0057877.jpg,anterior torso|60s
3,c3,ISIC_0057879.jpg,upper extremity|40s
1,c1,ISIC_0057881.jpg,palms/soles|50s
2,c2,ISIC_0057882.jpg,head/neck|50s
5,c5,ISIC_0057883.jpg,palms/soles|60s
1,c1,ISIC_0057884.jpg,palms/soles|60s
2,c2,ISIC_0057885.jpg,head/neck|60s
5,c5,ISIC_0057890.jpg,head/neck|80+
1,c1,ISIC_0057898.jpg,upper extremity|40s
5,c5,ISIC_0057899.jpg,lower extremity|70s
2,c2,ISIC_0057901.jpg,anterior torso|80+
2,c2,ISIC_0057902.jpg,anterior torso|80+
3,c3,ISIC_0057904.jpg,lower extremity|70s
0,c0,ISIC_0057908.jpg,lower extremity|40s
2,c2,ISIC_0057909.jpg,head/neck|60s
1,c1,ISIC_0057914.jpg,lower extremity|<30
2,c2,ISIC_0057917.jpg,anterior torso|60s
1,c1,ISIC_0057918.jpg,anterior torso|50s
0,c0,ISIC_0057919.jpg,anterior torso|60s
0,c0,ISIC_0057924.jpg,lower extremity|60s
0,c0,ISIC_0057925.jpg,anterior torso|<30
0,c0,ISIC_0057927.jpg,anterior torso|<30
0,c0,ISIC_0057928.jpg,upper extremity|60s
0,c0,ISIC_0057932.jpg,upper extremity|30s
2,c2,ISIC_0057933.jpg,head/neck|80+
0,c0,ISIC_0057935.jpg,anterior torso|50s
1,c1,ISIC_0057938.jpg,anterior torso|60s
2,c2,ISIC_0057941.jpg,head/neck|30s
2,c2,ISIC_0057942.jpg,anterior torso|80+
4,c4,ISIC_0057943.jpg,head/neck|60s
0,c0,ISIC_0057946.jpg,anterior torso|30s
1,c1,ISIC_0057947.jpg,palms/soles|60s
1,c1,ISIC_0057949.jpg,upper extremity|40s
1,c1,ISIC_0057953.jpg,palms/soles|80+
3,c3,ISIC_0057958.jpg,head/neck|60s
0,c0,ISIC_0057959.jpg,anterior torso|<30
5,c5,ISIC_0057962.jpg,head/neck|80+
1,c1,ISIC_0057963.jpg,head/neck|30s
0,c0,ISIC_0057964.jpg,anterior torso|60s
0,c0,ISIC_0057966.jpg,anterior torso|<30
0,c0,ISIC_0057970.jpg,anterior torso|60s
1,c1,ISIC_0057973.jpg,head/neck|60s
0,c0,ISIC_0057975.jpg,anterior torso|50s
2,c2,ISIC_0057977.jpg,head/neck|80+
3,c3,ISIC_0057984.jpg,head/neck|60s
4,c4,ISIC_0057986.jpg,anterior torso|60s
4,c4,ISIC_0057987.jpg,anterior torso|60s
0,c0,ISIC_0057988.jpg,head/neck|40s
2,c2,ISIC_0057989.jpg,anterior torso|80+
7,c7,ISIC_0057994.jpg,lower extremity|70s
1,c1,ISIC_0057996.jpg,head/neck|60s
2,c2,ISIC_0057998.jpg,lower extremity|70s
1,c1,ISIC_0057999.jpg,anterior torso|80+
1,c1,ISIC_0058000.jpg,head/neck|30s
1,c1,ISIC_0058003.jpg,palms/soles|50s
2,c2,ISIC_0058005.jpg,head/neck|50s
2,c2,ISIC_0058006.jpg,anterior torso|80+
1,c1,ISIC_0058010.jpg,lower extremity|70s
2,c2,ISIC_0058011.jpg,head/neck|60s
0,c0,ISIC_0058012.jpg,anterior torso|50s
1,c1,ISIC_0058016.jpg,anterior torso|80+
0,c0,ISIC_0058018.jpg,anterior torso|30s
1,c1,ISIC_0058021.jpg,lower extremity|60s
0,c0,ISIC_0058023.jpg,oral/genital|40s
2,c2,ISIC_0058025.jpg,head/neck|50s
5,c5,ISIC_0058026.jpg,anterior torso|80+
0,c0,ISIC_0058027.jpg,anterior torso|<30
5,c5,ISIC_0058029.jpg,anterior torso|60s
0,c0,ISIC_0058030.jpg,anterior torso|30s
1,c1,ISIC_0058033.jpg,anterior torso|60s
0,c0,ISIC_0058035.jpg,head/neck|30s
1,c1,ISIC_0058036.jpg,head/neck|80+
2,c2,ISIC_0058039.jpg,anterior torso|60s
1,c1,ISIC_0058040.jpg,head/neck|40s
0,c0,ISIC_0058042.jpg,lower extremity|40s
3,c3,ISIC_0058044.jpg,head/neck|50s
1,c1,ISIC_0058047.jpg,head/neck|60s
1,c1,ISIC_0058050.jpg,anterior torso|30s
3,c3,ISIC_0058056.jpg,head/neck|80+
2,c2,ISIC_0058058.jpg,anterior torso|80+
1,c1,ISIC_0058059.jpg,head/neck|80+
2,c2,ISIC_0058060.jpg,lower extremity|80+
2,c2,ISIC_0058061.jpg,lower extremity|80+
2,c2,ISIC_0058064.jpg,lower extremity|60s
2,c2,ISIC_0058065.jpg,lower extremity|60s
2,c2,ISIC_0058067.jpg,head/neck|50s
2,c2,ISIC_0058069.jpg,anterior torso|80+
0,c0,ISIC_0058070.jpg,lower extremity|40s
0,c0,ISIC_0058071.jpg,head/neck|<30
0,c0,ISIC_0058073.jpg,anterior torso|<30
1,c1,ISIC_0058075.jpg,head/neck|80+
0,c0,ISIC_0058079.jpg,anterior torso|50s
3,c3,ISIC_0058080.jpg,head/neck|50s
2,c2,ISIC_0058084.jpg,head/neck|50s
0,c0,ISIC_0058085.jpg,lower extremity|40s
1,c1,ISIC_0058087.jpg,anterior torso|80+
2,c2,ISIC_0058088.jpg,head/neck|80+
0,c0,ISIC_0058090.jpg,anterior torso|30s
2,c2,ISIC_0058091.jpg,lower extremity|70s
0,c0,ISIC_0058094.jpg,anterior torso|<30
1,c1,ISIC_0058097.jpg,lower extremity|60s
1,c1,ISIC_0058098.jpg,anterior torso|30s
0,c0,ISIC_0058099.jpg,head/neck|30s
4,c4,ISIC_0058103.jpg,anterior torso|60s
2,c2,ISIC_0058104.jpg,lower extremity|70s
0,c0,ISIC_0058105.jpg,anterior torso|30s
0,c0,ISIC_0058106.jpg,anterior torso|30s
0,c0,ISIC_0058108.jpg,anterior torso|50s
3,c3,ISIC_0058113.jpg,head/neck|60s
2,c2,ISIC_0058116.jpg,anterior torso|50s
4,c4,ISIC_0058119.jpg,anterior torso|60s
5,c5,ISIC_0058120.jpg,lower extremity|80+
0,c0,ISIC_0058124.jpg,anterior torso|50s
1,c1,ISIC_0058125.jpg,anterior torso|60s
1,c1,ISIC_0058127.jpg,head/neck|50s
2,c2,ISIC_0058128.jpg,head/neck|60s
0,c0,ISIC_0058132.jpg,upper extremity|30s
1,c1,ISIC_0058136.jpg,lower extremity|40s
1,c1,ISIC_0058138.jpg,upper extremity|60s
0,c0,ISIC_0058139.jpg,anterior torso|30s
2,c2,ISIC_0058142.jpg,head/neck|40s
2,c2,ISIC_0058144.jpg,head/neck|60s
0,c0,ISIC_0058147.jpg,lower extremity|<30
0,c0,ISIC_0058148.jpg,upper extremity|40s
1,c1,ISIC_0058149.jpg,head/neck|80+
5,c5,ISIC_0058152.jpg,upper extremity|60s
4,c4,ISIC_0058153.jpg,head/neck|80+
2,c2,ISIC_0058155.jpg,anterior torso|50s
0,c0,ISIC_0058156.jpg,head/neck|50s
0,c0,ISIC_0058158.jpg,anterior torso|80+
3,c3,ISIC_0058161.jpg,anterior torso|50s
0,c0,ISIC_0058165.jpg,anterior torso|60s
0,c0,ISIC_0058166.jpg,head/neck|30s
2,c2,ISIC_0058169.jpg,head/neck|80+
0,c0,ISIC_0058171.jpg,anterior torso|30s
1,c1,ISIC_0058173.jpg,lower extremity|70s
1,c1,ISIC_0058174.jpg,anterior torso|80+
1,c1,ISIC_0058176.jpg,head/neck|80+
3,c3,ISIC_0058179.jpg,palms/soles|80+
0,c0,ISIC_0058180.jpg,upper extremity|40s
0,c0,ISIC_0058186.jpg,upper extremity|60s
0,c0,ISIC_0058187.jpg,anterior torso|30s
4,c4,ISIC_0058192.jpg,palms/soles|60s
3,c3,ISIC_0058194.jpg,anterior torso|50s
3,c3,ISIC_0058195.jpg,head/neck|50s
1,c1,ISIC_0058196.jpg,palms/soles|40s
0,c0,ISIC_0058197.jpg,anterior torso|30s
